Name,Product Type,Quantity Sold,Date Sold,Product Price (SGD)
Mint,Herb,9,23/8/2020,2.5
Chye Sim,Leafy Green,75,24/8/2020,3.5
Green Emerald Lettuce,Leafy Green,27,25/8/2020,4.0
Mizuna,Leafy Green,14,25/8/2020,3.8
Ruby Red Lettuce,Leafy Green,27,25/8/2020,4.0
Chye Sim,Leafy Green,78,26/8/2020,3.5
Mint,Herb,13,27/8/2020,2.5
Basil,Herb,16,27/8/2020,2.5
Mizuna,Leafy Green,13,27/8/2020,3.8
Green Emerald Lettuce,Leafy Green,40,27/8/2020,4.0
Ruby Red Lettuce,Leafy Green,26,27/8/2020,4.0
Chye Sim,Leafy Green,62,28/8/2020,3.5
Mizuna,Leafy Green,14,29/8/2020,3.8
Green Emerald Lettuce,Leafy Green,46,29/8/2020,4.0
Ruby Red Lettuce,Leafy Green,39,29/8/2020,4.0
Green Emerald Lettuce,Leafy Green,29,30/8/2020,4.0
Mint,Herb,9,30/8/2020,2.5
Mizuna,Leafy Green,19,30/8/2020,3.8
Basil,Herb,20,31/8/2020,2.5
Ruby Red Lettuce,Leafy Green,34,31/8/2020,4.0
Chye Sim,Leafy Green,63,31/8/2020,3.5
Mizuna,Leafy Green,13,1/9/2020,3.8
Mint,Herb,12,1/9/2020,2.5
Green Emerald Lettuce,Leafy Green,30,2/9/2020,4.0
Chye Sim,Leafy Green,52,2/9/2020,3.5
Ruby Red Lettuce,Leafy Green,17,3/9/2020,4.0
Ruby Red Lettuce,Leafy Green,22,4/9/2020,4.0
Basil,Herb,16,4/9/2020,2.5
Mizuna,Leafy Green,17,4/9/2020,3.8
Mint,Herb,9,5/9/2020,2.5
Green Emerald Lettuce,Leafy Green,27,5/9/2020,4.0
Chye Sim,Leafy Green,47,6/9/2020,3.5
Basil,Herb,14,6/9/2020,2.5
Ruby Red Lettuce,Leafy Green,31,7/9/2020,4.0
Mizuna,Leafy Green,17,7/9/2020,3.8
Green Emerald Lettuce,Leafy Green,31,8/9/2020,4.0
Chye Sim,Leafy Green,46,8/9/2020,3.5
Mizuna,Leafy Green,21,10/9/2020,3.8
Chye Sim,Leafy Green,56,11/9/2020,3.5
Mint,Herb,12,11/9/2020,2.5
Basil,Herb,16,12/9/2020,2.5
Green Emerald Lettuce,Leafy Green,31,12/9/2020,4.0
Ruby Red Lettuce,Leafy Green,24,12/9/2020,4.0
Mizuna,Leafy Green,19,13/9/2020,3.8
Mint,Herb,10,13/9/2020,2.5
Green Emerald Lettuce,Leafy Green,31,13/9/2020,4.0
Basil,Herb,20,14/9/2020,2.5
Chye Sim,Leafy Green,44,14/9/2020,3.5
Ruby Red Lettuce,Leafy Green,28,14/9/2020,4.0
Ruby Red Lettuce,Leafy Green,24,16/9/2020,4.0
Green Emerald Lettuce,Leafy Green,38,17/9/2020,4.0
Mint,Herb,11,17/9/2020,2.5
Mizuna,Leafy Green,17,18/9/2020,3.8
Chye Sim,Leafy Green,48,18/9/2020,3.5
Ruby Red Lettuce,Leafy Green,27,19/9/2020,4.0
Chye Sim,Leafy Green,60,19/9/2020,3.5
Green Emerald Lettuce,Leafy Green,37,19/9/2020,4.0
Mizuna,Leafy Green,21,20/9/2020,3.8
Basil,Herb,16,20/9/2020,2.5
Mizuna,Leafy Green,11,21/9/2020,3.8
Mint,Herb,11,22/9/2020,2.5
Ruby Red Lettuce,Leafy Green,24,22/9/2020,4.0
Green Emerald Lettuce,Leafy Green,29,22/9/2020,4.0
Chye Sim,Leafy Green,49,22/9/2020,3.5
Green Emerald Lettuce,Leafy Green,34,23/9/2020,4.0
Mizuna,Leafy Green,18,23/9/2020,3.8
Ruby Red Lettuce,Leafy Green,34,23/9/2020,4.0
Chye Sim,Leafy Green,55,23/9/2020,3.5
Basil,Herb,17,24/9/2020,2.5
Mizuna,Leafy Green,18,25/9/2020,3.8
Ruby Red Lettuce,Leafy Green,27,25/9/2020,4.0
Chye Sim,Leafy Green,48,26/9/2020,3.5
Mint,Herb,13,26/9/2020,2.5
Basil,Herb,16,26/9/2020,2.5
Green Emerald Lettuce,Leafy Green,29,26/9/2020,4.0
Green Emerald Lettuce,Leafy Green,21,27/9/2020,4.0
Chye Sim,Leafy Green,56,27/9/2020,3.5
Mizuna,Leafy Green,13,28/9/2020,3.8
Ruby Red Lettuce,Leafy Green,29,28/9/2020,4.0
Mizuna,Leafy Green,22,29/9/2020,3.8
Ruby Red Lettuce,Leafy Green,23,29/9/2020,4.0
Chye Sim,Leafy Green,70,30/9/2020,3.5
Green Emerald Lettuce,Leafy Green,25,30/9/2020,4.0
Mint,Herb,9,30/9/2020,2.5
Basil,Herb,14,30/9/2020,2.5
Chye Sim,Leafy Green,48,1/10/2020,3.5
Ruby Red Lettuce,Leafy Green,30,2/10/2020,4.0
Mizuna,Leafy Green,15,2/10/2020,3.8
Green Emerald Lettuce,Leafy Green,42,2/10/2020,4.0
Mint,Herb,9,3/10/2020,2.5
Ruby Red Lettuce,Leafy Green,27,4/10/2020,4.0
Basil,Herb,13,4/10/2020,2.5
Green Emerald Lettuce,Leafy Green,46,5/10/2020,4.0
Chye Sim,Leafy Green,41,5/10/2020,3.5
Mint,Herb,9,5/10/2020,2.5
Basil,Herb,15,5/10/2020,2.5
Mizuna,Leafy Green,21,5/10/2020,3.8
Green Emerald Lettuce,Leafy Green,41,7/10/2020,4.0
Chye Sim,Leafy Green,50,7/10/2020,3.5
Ruby Red Lettuce,Leafy Green,25,9/10/2020,4.0
Mizuna,Leafy Green,19,9/10/2020,3.8
Mizuna,Leafy Green,17,10/10/2020,3.8
Basil,Herb,18,10/10/2020,2.5
Chye Sim,Leafy Green,49,10/10/2020,3.5
Mint,Herb,10,10/10/2020,2.5
Green Emerald Lettuce,Leafy Green,36,11/10/2020,4.0
Ruby Red Lettuce,Leafy Green,23,12/10/2020,4.0
Ruby Red Lettuce,Leafy Green,20,13/10/2020,4.0
Green Emerald Lettuce,Leafy Green,29,13/10/2020,4.0
Chye Sim,Leafy Green,55,15/10/2020,3.5
Mizuna,Leafy Green,15,15/10/2020,3.8
Mint,Herb,10,16/10/2020,2.5
Mizuna,Leafy Green,18,16/10/2020,3.8
Basil,Herb,16,16/10/2020,2.5
Chye Sim,Leafy Green,41,16/10/2020,3.5
Green Emerald Lettuce,Leafy Green,34,16/10/2020,4.0
Ruby Red Lettuce,Leafy Green,33,17/10/2020,4.0
Basil,Herb,12,17/10/2020,2.5
Chye Sim,Leafy Green,54,18/10/2020,3.5
Mint,Herb,9,18/10/2020,2.5
Green Emerald Lettuce,Leafy Green,34,18/10/2020,4.0
Ruby Red Lettuce,Leafy Green,22,18/10/2020,4.0
Mizuna,Leafy Green,23,19/10/2020,3.8
Mizuna,Leafy Green,20,20/10/2020,3.8
Green Emerald Lettuce,Leafy Green,43,20/10/2020,4.0
Chye Sim,Leafy Green,57,20/10/2020,3.5
Ruby Red Lettuce,Leafy Green,25,21/10/2020,4.0
Basil,Herb,10,21/10/2020,2.5
Chye Sim,Leafy Green,56,22/10/2020,3.5
Ruby Red Lettuce,Leafy Green,25,22/10/2020,4.0
Mizuna,Leafy Green,16,23/10/2020,3.8
Green Emerald Lettuce,Leafy Green,25,23/10/2020,4.0
Mint,Herb,9,24/10/2020,2.5
Green Emerald Lettuce,Leafy Green,45,24/10/2020,4.0
Mizuna,Leafy Green,18,24/10/2020,3.8
Chye Sim,Leafy Green,64,24/10/2020,3.5
Ruby Red Lettuce,Leafy Green,25,25/10/2020,4.0
Basil,Herb,19,25/10/2020,2.5
Green Emerald Lettuce,Leafy Green,35,26/10/2020,4.0
Mizuna,Leafy Green,20,26/10/2020,3.8
Chye Sim,Leafy Green,43,26/10/2020,3.5
Ruby Red Lettuce,Leafy Green,27,26/10/2020,4.0
Mint,Herb,9,27/10/2020,2.5
Ruby Red Lettuce,Leafy Green,19,28/10/2020,4.0
Chye Sim,Leafy Green,38,29/10/2020,3.5
Mizuna,Leafy Green,12,29/10/2020,3.8
Basil,Herb,14,29/10/2020,2.5
Green Emerald Lettuce,Leafy Green,31,29/10/2020,4.0
Chye Sim,Leafy Green,33,30/10/2020,3.5
Green Emerald Lettuce,Leafy Green,29,30/10/2020,4.0
Mint,Herb,9,30/10/2020,2.5
Mizuna,Leafy Green,19,31/10/2020,3.8
Ruby Red Lettuce,Leafy Green,27,31/10/2020,4.0
Green Emerald Lettuce,Leafy Green,43,1/11/2020,4.0
Mint,Herb,8,1/11/2020,2.5
Mizuna,Leafy Green,22,3/11/2020,3.8
Ruby Red Lettuce,Leafy Green,21,3/11/2020,4.0
Chye Sim,Leafy Green,42,3/11/2020,3.5
Basil,Herb,11,4/11/2020,2.5
Green Emerald Lettuce,Leafy Green,39,4/11/2020,4.0
Chye Sim,Leafy Green,41,5/11/2020,3.5
Mizuna,Leafy Green,27,6/11/2020,3.8
Ruby Red Lettuce,Leafy Green,35,6/11/2020,4.0
Basil,Herb,13,6/11/2020,2.5
Mint,Herb,6,7/11/2020,2.5
Green Emerald Lettuce,Leafy Green,37,8/11/2020,4.0
Mizuna,Leafy Green,19,8/11/2020,3.8
Chye Sim,Leafy Green,42,8/11/2020,3.5
Ruby Red Lettuce,Leafy Green,27,9/11/2020,4.0
Basil,Herb,11,9/11/2020,2.5
Green Emerald Lettuce,Leafy Green,50,10/11/2020,4.0
Chye Sim,Leafy Green,60,11/11/2020,3.5
Mizuna,Leafy Green,16,12/11/2020,3.8
Mint,Herb,7,12/11/2020,2.5
Ruby Red Lettuce,Leafy Green,30,12/11/2020,4.0
Green Emerald Lettuce,Leafy Green,31,13/11/2020,4.0
Chye Sim,Leafy Green,28,13/11/2020,3.5
Basil,Herb,13,13/11/2020,2.5
Ruby Red Lettuce,Leafy Green,30,15/11/2020,4.0
Mizuna,Leafy Green,15,15/11/2020,3.8
Mint,Herb,9,15/11/2020,2.5
Green Emerald Lettuce,Leafy Green,39,16/11/2020,4.0
Mizuna,Leafy Green,21,17/11/2020,3.8
Ruby Red Lettuce,Leafy Green,23,17/11/2020,4.0
Basil,Herb,12,17/11/2020,2.5
Chye Sim,Leafy Green,54,17/11/2020,3.5
Mint,Herb,5,19/11/2020,2.5
Chye Sim,Leafy Green,29,19/11/2020,3.5
Mizuna,Leafy Green,13,20/11/2020,3.8
Ruby Red Lettuce,Leafy Green,19,20/11/2020,4.0
Green Emerald Lettuce,Leafy Green,37,20/11/2020,4.0
Ruby Red Lettuce,Leafy Green,31,21/11/2020,4.0
Green Emerald Lettuce,Leafy Green,40,21/11/2020,4.0
Basil,Herb,18,22/11/2020,2.5
Chye Sim,Leafy Green,44,22/11/2020,3.5
Mizuna,Leafy Green,37,22/11/2020,3.8
Chye Sim,Leafy Green,49,23/11/2020,3.5
Mizuna,Leafy Green,17,23/11/2020,3.8
Green Emerald Lettuce,Leafy Green,35,24/11/2020,4.0
Mint,Herb,6,24/11/2020,2.5
Ruby Red Lettuce,Leafy Green,19,24/11/2020,4.0
Mint,Herb,5,25/11/2020,2.5
Ruby Red Lettuce,Leafy Green,16,25/11/2020,4.0
Chye Sim,Leafy Green,22,25/11/2020,3.5
Mizuna,Leafy Green,14,25/11/2020,3.8
Green Emerald Lettuce,Leafy Green,30,26/11/2020,4.0
Basil,Herb,11,26/11/2020,2.5
Chye Sim,Leafy Green,37,27/11/2020,3.5
Mizuna,Leafy Green,23,28/11/2020,3.8
Green Emerald Lettuce,Leafy Green,42,28/11/2020,4.0
Ruby Red Lettuce,Leafy Green,26,28/11/2020,4.0
Mizuna,Leafy Green,22,29/11/2020,3.8
Ruby Red Lettuce,Leafy Green,26,29/11/2020,4.0
Mint,Herb,10,29/11/2020,2.5
Basil,Herb,10,30/11/2020,2.5
Green Emerald Lettuce,Leafy Green,39,30/11/2020,4.0
Chye Sim,Leafy Green,40,30/11/2020,3.5
Green Emerald Lettuce,Leafy Green,41,1/12/2020,4.0
Basil,Herb,10,1/12/2020,2.5
Ruby Red Lettuce,Leafy Green,24,1/12/2020,4.0
Mint,Herb,8,3/12/2020,2.5
Mizuna,Leafy Green,28,3/12/2020,3.8
Chye Sim,Leafy Green,41,3/12/2020,3.5
Chye Sim,Leafy Green,46,4/12/2020,3.5
Mizuna,Leafy Green,21,4/12/2020,3.8
Green Emerald Lettuce,Leafy Green,61,5/12/2020,4.0
Ruby Red Lettuce,Leafy Green,27,6/12/2020,4.0
Mizuna,Leafy Green,29,7/12/2020,3.8
Mint,Herb,6,7/12/2020,2.5
Basil,Herb,8,7/12/2020,2.5
Ruby Red Lettuce,Leafy Green,30,8/12/2020,4.0
Chye Sim,Leafy Green,55,9/12/2020,3.5
Green Emerald Lettuce,Leafy Green,45,9/12/2020,4.0
Mizuna,Leafy Green,27,11/12/2020,3.8
Basil,Herb,11,11/12/2020,2.5
Ruby Red Lettuce,Leafy Green,33,11/12/2020,4.0
Mint,Herb,8,11/12/2020,2.5
Green Emerald Lettuce,Leafy Green,45,12/12/2020,4.0
Chye Sim,Leafy Green,39,12/12/2020,3.5
Mizuna,Leafy Green,22,13/12/2020,3.8
Ruby Red Lettuce,Leafy Green,25,14/12/2020,4.0
Chye Sim,Leafy Green,52,15/12/2020,3.5
Green Emerald Lettuce,Leafy Green,39,15/12/2020,4.0
Mint,Herb,7,15/12/2020,2.5
Chye Sim,Leafy Green,35,16/12/2020,3.5
Basil,Herb,11,16/12/2020,2.5
Green Emerald Lettuce,Leafy Green,49,17/12/2020,4.0
Mizuna,Leafy Green,28,17/12/2020,3.8
Ruby Red Lettuce,Leafy Green,28,17/12/2020,4.0
Mizuna,Leafy Green,14,19/12/2020,3.8
Chye Sim,Leafy Green,32,19/12/2020,3.5
Ruby Red Lettuce,Leafy Green,12,19/12/2020,4.0
Green Emerald Lettuce,Leafy Green,19,19/12/2020,4.0
Mint,Herb,6,20/12/2020,2.5
Chye Sim,Leafy Green,39,20/12/2020,3.5
Basil,Herb,7,20/12/2020,2.5
Mizuna,Leafy Green,18,20/12/2020,3.8
Green Emerald Lettuce,Leafy Green,43,21/12/2020,4.0
Ruby Red Lettuce,Leafy Green,29,21/12/2020,4.0
Chye Sim,Leafy Green,63,22/12/2020,3.5
Mint,Herb,7,22/12/2020,2.5
Green Emerald Lettuce,Leafy Green,84,22/12/2020,4.0
Ruby Red Lettuce,Leafy Green,29,22/12/2020,4.0
Mizuna,Leafy Green,18,23/12/2020,3.8
Ruby Red Lettuce,Leafy Green,21,24/12/2020,4.0
Basil,Herb,9,24/12/2020,2.5
Green Emerald Lettuce,Leafy Green,23,25/12/2020,4.0
Mizuna,Leafy Green,11,25/12/2020,3.8
Chye Sim,Leafy Green,27,25/12/2020,3.5
Green Emerald Lettuce,Leafy Green,46,26/12/2020,4.0
Basil,Herb,10,26/12/2020,2.5
Chye Sim,Leafy Green,64,26/12/2020,3.5
Mizuna,Leafy Green,21,26/12/2020,3.8
Mint,Herb,6,27/12/2020,2.5
Ruby Red Lettuce,Leafy Green,21,27/12/2020,4.0
Ruby Red Lettuce,Leafy Green,24,28/12/2020,4.0
Chye Sim,Leafy Green,60,28/12/2020,3.5
Green Emerald Lettuce,Leafy Green,38,29/12/2020,4.0
Basil,Herb,11,29/12/2020,2.5
Mizuna,Leafy Green,25,29/12/2020,3.8
Ruby Red Lettuce,Leafy Green,36,30/12/2020,4.0
Mint,Herb,8,31/12/2020,2.5
Chye Sim,Leafy Green,39,31/12/2020,3.5
Green Emerald Lettuce,Leafy Green,41,31/12/2020,4.0
Mizuna,Leafy Green,24,31/12/2020,3.8
Mizuna,Leafy Green,21,1/1/2021,3.8
Green Emerald Lettuce,Leafy Green,39,1/1/2021,4.0
Mint,Herb,6,1/1/2021,2.5
Basil,Herb,9,1/1/2021,2.5
Ruby Red Lettuce,Leafy Green,25,2/1/2021,4.0
Chye Sim,Leafy Green,55,3/1/2021,3.5
Mizuna,Leafy Green,26,4/1/2021,3.8
Chye Sim,Leafy Green,56,4/1/2021,3.5
Ruby Red Lettuce,Leafy Green,24,4/1/2021,4.0
Basil,Herb,9,5/1/2021,2.5
Green Emerald Lettuce,Leafy Green,29,6/1/2021,4.0
Green Emerald Lettuce,Leafy Green,29,7/1/2021,4.0
Ruby Red Lettuce,Leafy Green,26,8/1/2021,4.0
Mint,Herb,8,8/1/2021,2.5
Chye Sim,Leafy Green,52,9/1/2021,3.5
Mizuna,Leafy Green,17,9/1/2021,3.8
Mint,Herb,7,10/1/2021,2.5
Ruby Red Lettuce,Leafy Green,33,11/1/2021,4.0
Green Emerald Lettuce,Leafy Green,35,11/1/2021,4.0
Chye Sim,Leafy Green,54,12/1/2021,3.5
Basil,Herb,8,12/1/2021,2.5
Mizuna,Leafy Green,22,12/1/2021,3.8
Chye Sim,Leafy Green,63,13/1/2021,3.5
Basil,Herb,9,14/1/2021,2.5
Mizuna,Leafy Green,19,15/1/2021,3.8
Ruby Red Lettuce,Leafy Green,27,15/1/2021,4.0
Green Emerald Lettuce,Leafy Green,41,15/1/2021,4.0
Ruby Red Lettuce,Leafy Green,29,16/1/2021,4.0
Chye Sim,Leafy Green,47,16/1/2021,3.5
Mint,Herb,7,16/1/2021,2.5
Mizuna,Leafy Green,19,17/1/2021,3.8
Mint,Herb,8,17/1/2021,2.5
Green Emerald Lettuce,Leafy Green,31,17/1/2021,4.0
Chye Sim,Leafy Green,61,18/1/2021,3.5
Basil,Herb,9,18/1/2021,2.5
Mizuna,Leafy Green,20,19/1/2021,3.8
Ruby Red Lettuce,Leafy Green,21,19/1/2021,4.0
Green Emerald Lettuce,Leafy Green,29,19/1/2021,4.0
Chye Sim,Leafy Green,48,20/1/2021,3.5
Green Emerald Lettuce,Leafy Green,32,20/1/2021,4.0
Mizuna,Leafy Green,16,20/1/2021,3.8
Mint,Herb,5,21/1/2021,2.5
Ruby Red Lettuce,Leafy Green,25,21/1/2021,4.0
Basil,Herb,13,21/1/2021,2.5
Ruby Red Lettuce,Leafy Green,30,22/1/2021,4.0
Green Emerald Lettuce,Leafy Green,25,23/1/2021,4.0
Mizuna,Leafy Green,21,23/1/2021,3.8
Chye Sim,Leafy Green,52,23/1/2021,3.5
Green Emerald Lettuce,Leafy Green,29,24/1/2021,4.0
Mizuna,Leafy Green,18,24/1/2021,3.8
Chye Sim,Leafy Green,53,24/1/2021,3.5
Basil,Herb,13,25/1/2021,2.5
Ruby Red Lettuce,Leafy Green,26,25/1/2021,4.0
Green Emerald Lettuce,Leafy Green,28,26/1/2021,4.0
Mizuna,Leafy Green,21,26/1/2021,3.8
Chye Sim,Leafy Green,57,26/1/2021,3.5
Ruby Red Lettuce,Leafy Green,30,26/1/2021,4.0
Mizuna,Leafy Green,22,28/1/2021,3.8
Mint,Herb,9,28/1/2021,2.5
Ruby Red Lettuce,Leafy Green,24,28/1/2021,4.0
Chye Sim,Leafy Green,53,28/1/2021,3.5
Green Emerald Lettuce,Leafy Green,28,28/1/2021,4.0
Chye Sim,Leafy Green,60,30/1/2021,3.5
Mizuna,Leafy Green,27,30/1/2021,3.8
Mint,Herb,9,30/1/2021,2.5
Ruby Red Lettuce,Leafy Green,35,30/1/2021,4.0
Basil,Herb,9,31/1/2021,2.5
Green Emerald Lettuce,Leafy Green,34,31/1/2021,4.0
Green Emerald Lettuce,Leafy Green,42,2/2/2021,4.0
Chye Sim,Leafy Green,45,2/2/2021,3.5
Basil,Herb,12,2/2/2021,2.5
Ruby Red Lettuce,Leafy Green,23,2/2/2021,4.0
Mint,Herb,10,3/2/2021,2.5
Mizuna,Leafy Green,21,3/2/2021,3.8
Green Emerald Lettuce,Leafy Green,38,5/2/2021,4.0
Mizuna,Leafy Green,19,5/2/2021,3.8
Chye Sim,Leafy Green,46,5/2/2021,3.5
Mint,Herb,7,6/2/2021,2.5
Ruby Red Lettuce,Leafy Green,26,6/2/2021,4.0
Basil,Herb,14,6/2/2021,2.5
Green Emerald Lettuce,Leafy Green,41,8/2/2021,4.0
Mizuna,Leafy Green,21,8/2/2021,3.8
Chye Sim,Leafy Green,50,8/2/2021,3.5
Ruby Red Lettuce,Leafy Green,22,9/2/2021,4.0
Basil,Herb,10,9/2/2021,2.5
Mint,Herb,9,9/2/2021,2.5
Mizuna,Leafy Green,23,10/2/2021,3.8
Chye Sim,Leafy Green,99,10/2/2021,3.5
Ruby Red Lettuce,Leafy Green,29,11/2/2021,4.0
Green Emerald Lettuce,Leafy Green,37,12/2/2021,4.0
Mizuna,Leafy Green,24,13/2/2021,3.8
Basil,Herb,12,13/2/2021,2.5
Chye Sim,Leafy Green,42,13/2/2021,3.5
Green Emerald Lettuce,Leafy Green,40,14/2/2021,4.0
Ruby Red Lettuce,Leafy Green,30,14/2/2021,4.0
Mint,Herb,7,15/2/2021,2.5
Green Emerald Lettuce,Leafy Green,42,15/2/2021,4.0
Ruby Red Lettuce,Leafy Green,21,15/2/2021,4.0
Mizuna,Leafy Green,23,16/2/2021,3.8
Chye Sim,Leafy Green,68,16/2/2021,3.5
Mizuna,Leafy Green,18,17/2/2021,3.8
Green Emerald Lettuce,Leafy Green,46,17/2/2021,4.0
Ruby Red Lettuce,Leafy Green,21,18/2/2021,4.0
Chye Sim,Leafy Green,47,18/2/2021,3.5
Ruby Red Lettuce,Leafy Green,27,19/2/2021,4.0
Basil,Herb,12,19/2/2021,2.5
Green Emerald Lettuce,Leafy Green,37,19/2/2021,4.0
Mint,Herb,10,19/2/2021,2.5
Chye Sim,Leafy Green,47,19/2/2021,3.5
Mint,Herb,6,20/2/2021,2.5
Mizuna,Leafy Green,26,20/2/2021,3.8
Green Emerald Lettuce,Leafy Green,36,21/2/2021,4.0
Basil,Herb,12,21/2/2021,2.5
Chye Sim,Leafy Green,36,22/2/2021,3.5
Mizuna,Leafy Green,21,22/2/2021,3.8
Ruby Red Lettuce,Leafy Green,28,22/2/2021,4.0
Mizuna,Leafy Green,30,23/2/2021,3.8
Ruby Red Lettuce,Leafy Green,30,23/2/2021,4.0
Green Emerald Lettuce,Leafy Green,39,23/2/2021,4.0
Basil,Herb,10,23/2/2021,2.5
Mint,Herb,7,24/2/2021,2.5
Chye Sim,Leafy Green,40,24/2/2021,3.5
Chye Sim,Leafy Green,45,25/2/2021,3.5
Mizuna,Leafy Green,20,25/2/2021,3.8
Ruby Red Lettuce,Leafy Green,24,26/2/2021,4.0
Green Emerald Lettuce,Leafy Green,38,26/2/2021,4.0
Mizuna,Leafy Green,21,27/2/2021,3.8
Mint,Herb,10,27/2/2021,2.5
Green Emerald Lettuce,Leafy Green,34,28/2/2021,4.0
Chye Sim,Leafy Green,60,28/2/2021,3.5
Ruby Red Lettuce,Leafy Green,23,28/2/2021,4.0
Basil,Herb,13,28/2/2021,2.5
Mizuna,Leafy Green,32,1/3/2021,3.8
Ruby Red Lettuce,Leafy Green,31,2/3/2021,4.0
Green Emerald Lettuce,Leafy Green,43,2/3/2021,4.0
Chye Sim,Leafy Green,51,3/3/2021,3.5
Mint,Herb,10,4/3/2021,2.5
Basil,Herb,13,4/3/2021,2.5
Chye Sim,Leafy Green,45,5/3/2021,3.5
Green Emerald Lettuce,Leafy Green,48,5/3/2021,4.0
Mizuna,Leafy Green,24,5/3/2021,3.8
Ruby Red Lettuce,Leafy Green,27,5/3/2021,4.0
Mint,Herb,9,6/3/2021,2.5
Ruby Red Lettuce,Leafy Green,28,7/3/2021,4.0
Mizuna,Leafy Green,17,7/3/2021,3.8
Green Emerald Lettuce,Leafy Green,44,7/3/2021,4.0
Basil,Herb,13,7/3/2021,2.5
Chye Sim,Leafy Green,41,9/3/2021,3.5
Basil,Herb,11,10/3/2021,2.5
Chye Sim,Leafy Green,61,10/3/2021,3.5
Ruby Red Lettuce,Leafy Green,34,11/3/2021,4.0
Mizuna,Leafy Green,24,11/3/2021,3.8
Green Emerald Lettuce,Leafy Green,40,11/3/2021,4.0
Mint,Herb,11,12/3/2021,2.5
Basil,Herb,12,13/3/2021,2.5
Mint,Herb,6,13/3/2021,2.5
Green Emerald Lettuce,Leafy Green,40,13/3/2021,4.0
Mizuna,Leafy Green,21,14/3/2021,3.8
Chye Sim,Leafy Green,38,14/3/2021,3.5
Ruby Red Lettuce,Leafy Green,22,14/3/2021,4.0
Green Emerald Lettuce,Leafy Green,46,16/3/2021,4.0
Chye Sim,Leafy Green,29,17/3/2021,3.5
Basil,Herb,14,17/3/2021,2.5
Mizuna,Leafy Green,25,17/3/2021,3.8
Ruby Red Lettuce,Leafy Green,20,17/3/2021,4.0
Mizuna,Leafy Green,21,18/3/2021,3.8
Chye Sim,Leafy Green,48,18/3/2021,3.5
Ruby Red Lettuce,Leafy Green,24,18/3/2021,4.0
Mint,Herb,10,18/3/2021,2.5
Green Emerald Lettuce,Leafy Green,39,19/3/2021,4.0
Ruby Red Lettuce,Leafy Green,25,20/3/2021,4.0
Chye Sim,Leafy Green,41,20/3/2021,3.5
Green Emerald Lettuce,Leafy Green,52,20/3/2021,4.0
Mizuna,Leafy Green,20,21/3/2021,3.8
Basil,Herb,11,21/3/2021,2.5
Chye Sim,Leafy Green,41,22/3/2021,3.5
Mizuna,Leafy Green,16,22/3/2021,3.8
Green Emerald Lettuce,Leafy Green,41,22/3/2021,4.0
Mint,Herb,8,23/3/2021,2.5
Ruby Red Lettuce,Leafy Green,26,23/3/2021,4.0
Mizuna,Leafy Green,20,24/3/2021,3.8
Ruby Red Lettuce,Leafy Green,25,24/3/2021,4.0
Mint,Herb,8,25/3/2021,2.5
Green Emerald Lettuce,Leafy Green,47,25/3/2021,4.0
Chye Sim,Leafy Green,54,25/3/2021,3.5
Chye Sim,Leafy Green,49,26/3/2021,3.5
Ruby Red Lettuce,Leafy Green,28,26/3/2021,4.0
Mizuna,Leafy Green,16,27/3/2021,3.8
Green Emerald Lettuce,Leafy Green,38,27/3/2021,4.0
Green Emerald Lettuce,Leafy Green,44,28/3/2021,4.0
Basil,Herb,16,28/3/2021,2.5
Mizuna,Leafy Green,17,29/3/2021,3.8
Chye Sim,Leafy Green,42,29/3/2021,3.5
Ruby Red Lettuce,Leafy Green,19,29/3/2021,4.0
Green Emerald Lettuce,Leafy Green,35,30/3/2021,4.0
Mint,Herb,9,30/3/2021,2.5
Basil,Herb,14,30/3/2021,2.5
Chye Sim,Leafy Green,34,31/3/2021,3.5
Ruby Red Lettuce,Leafy Green,35,31/3/2021,4.0
Mizuna,Leafy Green,28,31/3/2021,3.8
Ruby Red Lettuce,Leafy Green,32,1/4/2021,4.0
Mizuna,Leafy Green,24,1/4/2021,3.8
Green Emerald Lettuce,Leafy Green,50,1/4/2021,4.0
Chye Sim,Leafy Green,56,2/4/2021,3.5
Basil,Herb,13,3/4/2021,2.5
Chye Sim,Leafy Green,52,4/4/2021,3.5
Mint,Herb,11,4/4/2021,2.5
Ruby Red Lettuce,Leafy Green,27,4/4/2021,4.0
Green Emerald Lettuce,Leafy Green,39,5/4/2021,4.0
Mizuna,Leafy Green,26,6/4/2021,3.8
Mint,Herb,11,7/4/2021,2.5
Basil,Herb,16,7/4/2021,2.5
Mizuna,Leafy Green,19,8/4/2021,3.8
Green Emerald Lettuce,Leafy Green,47,8/4/2021,4.0
Chye Sim,Leafy Green,37,9/4/2021,3.5
Ruby Red Lettuce,Leafy Green,39,9/4/2021,4.0
Mizuna,Leafy Green,29,10/4/2021,3.8
Chye Sim,Leafy Green,47,10/4/2021,3.5
Basil,Herb,15,11/4/2021,2.5
Green Emerald Lettuce,Leafy Green,54,11/4/2021,4.0
Mint,Herb,10,12/4/2021,2.5
Ruby Red Lettuce,Leafy Green,29,12/4/2021,4.0
Chye Sim,Leafy Green,51,13/4/2021,3.5
Green Emerald Lettuce,Leafy Green,57,13/4/2021,4.0
Basil,Herb,11,14/4/2021,2.5
Ruby Red Lettuce,Leafy Green,38,14/4/2021,4.0
Mint,Herb,9,14/4/2021,2.5
